city,state,zip,grad year,linfield status,birthday,visit_date,entry_term,entry_type,recruiter_initials,offer_status,temp,recruited,visited_hs,commited_to,high_school,hs_address,hs_city,hs_state,hs_zip,hs_county,final_academic_interest,academic_field,acdemic_interest,position,Pos:  ATH,Pos:  DB,Pos:  DBC,Pos:  DBR,Pos:  DBS,Pos:  DE,Pos:  DL,Pos:  DT,Pos:  FB,Pos:  K,Pos:  LB,Pos:  LBS,Pos:  LBW,Pos:  LS,Pos:  OC,Pos:  OG,Pos:  OL,Pos:  OT,Pos:  P,Pos:  QB,Pos:  RB,Pos:  TE,Pos:  WR,height_feet,height_inches,height_in_inches,weight,rank,gpa,gpa_admissions,app_status,app_decision,app_decision_date,decision date no year,apply_date,apply_date_noyear,admissions_academic interest,linfield_grad_year,team_status,finished_football,id_type,recruited_final
,CA,,2022,,,,,,AB,,,,,,Monterey Trails High School,8161 Power Inn Rd.,Elk grove,CA,95624,Sacramento County,null,null,,"DB, WR",,DB,,,,,,,,,,,,,,,,,,,,,WR,5,9,69,170,NF,4,,,,,,,,,null,null,null,recruit,FALSE
,,,2019,,,,,,,,,,,,Pleasant Grove High School,9531 Bond Rd,ELK GROVE,CA,95624,Sacramento County,null,null,,"DB, LBW",,DB,,,,,,,,,,,LBW,,,,,,,,,,,,,0,,NF,4,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2021,,,,,,,,,,,,Redondo Union High School,1 Sea Hawk Way,Redondo Beach,CA,90277,Los Angeles County,null,null,,"DL, OL",,,,,,,DL,,,,,,,,,,OL,,,,,,,5,8,68,185,NF,4,,,,,,,,,null,null,null,recruit,FALSE
,,,2023,,,,,,WH,,,,,,Rocklin High School,5301 Victory Lane,Rocklin,CA,95765,Placer County,null,null,,"DL, OL",,,,,,,DL,,,,,,,,,,OL,,,,,,,6,3,75,220,NF,4,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2021,,,,,,,,,,,,Santiago High School,1395 Foothill Pkwy,Corona,CA,92881,Riverside County,null,null,,"DB, LBW",,DB,,,,,,,,,,,LBW,,,,,,,,,,,5,8,68,170,NF,4,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2021,,,,,,,,,,,,Santiago High School,1395 Foothill Pkwy,Corona,CA,92881,Riverside County,null,null,,WR,,,,,,,,,,,,,,,,,,,,,,,WR,5,10,70,160,NF,4,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2021,,,,,,,,,,,,Santiago High School,1395 Foothill Pkwy,Corona,CA,92881,Riverside County,null,null,,DB,,DB,,,,,,,,,,,,,,,,,,,,,,6,1,73,170,NF,4,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2022,,,,,,AB,,,,,,Sutter Union High School,2665 Acacia Ave,Sutter,CA,96069,Shasta County,null,null,,OG,,,,,,,,,,,,,,,,OG,,,,,,,,5,9,69,205,NF,4,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2021,,,,,,,,,,,,Villa Park High School,18042 Taft Ave,Villa Park,CA,92861,Orange County,null,null,,"DB, WR",,DB,,,,,,,,,,,,,,,,,,,,,WR,6,1,73,175,NF,4,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2022,,,,,,AB,,,,,,Woodland High School,,,CA,,#N/A,null,null,,OL,,,,,,,,,,,,,,,,,OL,,,,,,,6,3,75,240,NF,4,,,,,,,,,null,null,null,recruit,FALSE
Coeur dAlene,ID,83815,2022,,2/4/04,,,,AB,,,,,,Coeur D Alene Sr High School,5530 N 4th St,Coeur D Alene,ID,83815,Kootenai County,null,null,,QB,,,,,,,,,,,,,,,,,,,,QB,,,,6,0,72,190,NF,4,,,,,,,,,null,null,null,recruit,FALSE
,ID,,2023,,,,,,AB,,,,,,Coeur D Alene Sr High School,5530 N 4th St,Coeur D Alene,ID,83815,Kootenai County,null,null,,"DB, WR",,DB,,,,,,,,,,,,,,,,,,,,,WR,5,9,69,165,NF,4,,,,,,,,,null,null,null,recruit,FALSE
Eagle,ID,83616,2022,,,,,,,,,,,,Eagle High School,574 Park Ln,Eagle,ID,83616,Ada County,null,null,,"DL, OL",,,,,,,DL,,,,,,,,,,OL,,,,,,,6,2,74,210,NF,4,,,,,,,,,null,null,null,recruit,FALSE
,HI,,2020,,,,,,,,,Yes,TRUE,,Maui High School,660 Lono Ave,Kahului,HI,96732,Maui County,Pre-Physical Therapy,Exercise Science,Physical Therapy,WR,,,,,,,,,,,,,,,,,,,,,,,WR,5,6,66,150,NF,4,,,,,,,,,null,null,null,recruit,TRUE
Canby,OR,97013,2021,,9/3/02,,,,JS,,,,,,Canby High School,721 Southwest Fourth,Canby,OR,97013,Clackamas County,null,null,,"DB, WR",,DB,,,,,,,,,,,,,,,,,,,,,WR,6,0,72,175,NF,4,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2019,,,,,,JS,,,,,,Cascade Christian High School,855 Chevy Way,Medford,OR,97504,Jackson County,null,null,,DBS,,,,,DBS,,,,,,,,,,,,,,,,,,,,,0,,NF,4,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2019,,,,,,PR,,,,,,Century High School,2000 Se Century Blvd,HILLSBORO,OR,97123,Washington County,null,null,,"LB, OL",,,,,,,,,,,LB,,,,,,OL,,,,,,,,,0,,NF,4,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2021,,,,,,JS,,,,TRUE,,Grants Pass High School,830 Ne 9th St,Grants Pass,OR,97526,Josephine County,null,null,,"DB, WR",,DB,,,,,,,,,,,,,,,,,,,,,WR,6,1,73,197,NF,4,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2021,,,,,,JS,,,,,,Henley High School,8245 Highway 39,Klamath Falls,OR,97603,Klamath County,null,null,,"LB, QB",,,,,,,,,,,LB,,,,,,,,,QB,,,,6,1,73,185,NF,4,,,,,,,,,null,null,null,recruit,FALSE
Mcminnville,OR,,2021,,,,,,JS,,,,,,Mcminnville Senior High School,615 E 15th St,Mcminnville,OR,97128,Yamhill County,null,null,,"DB, WR",,DB,,,,,,,,,,,,,,,,,,,,,WR,5,6,66,145,NF,4,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2023,,2/6/05,,,,JS,,,,,,Newberg Senior High School,2400 Douglas Ave,Newberg,OR,97132,Yamhill County,null,null,,"DL, OL",,,,,,,DL,,,,,,,,,,OL,,,,,,,6,0,72,225,NF,4,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2020,,,,,,,,,,,,North Eugene High School,200 Silver Ln,Eugene,OR,97404,Lane County,null,null,,"DT, OT",,,,,,,,DT,,,,,,,,,,OT,,,,,,6,3,75,225,NF,4,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2019,,,,,,,,,,,,Ontario High School,1115 W Idaho Ave,Ontario,OR,97914,Malheur County,null,null,,"DL, OL",,,,,,,DL,,,,,,,,,,OL,,,,,,,,,0,,NF,4,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2020,,,,,,,,,,,,Redmond High School,675 Sw Rimrock Way,Redmond,OR,97756,Deschutes County,null,null,,"DB, QB, WR",,DB,,,,,,,,,,,,,,,,,,QB,,,WR,,,0,,NF,4,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2023,,,,,,JS,,,,,,West Salem High School,1776 Titan Dr Nw,Salem,OR,97304,Polk County,null,null,,"LB, RB",,,,,,,,,,,LB,,,,,,,,,,RB,,,6,3,75,210,NF,4,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2021,,,,,,JS,,,,,,Wilsonville High School,6800 Sw Wilsonville Rd,Wilsonville,OR,97070,Clackamas County,null,null,,"DBS, RB",,,,,DBS,,,,,,,,,,,,,,,,RB,,,5,9,69,170,NF,4,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2020,,,,,,,,,,,,Winston Churchill High School,1850 Bailey Hill Rd,Eugene,OR,97405,Lane County,null,null,,WR,,,,,,,,,,,,,,,,,,,,,,,WR,6,4,76,205,NF,4,,,,,,,,,null,null,null,recruit,FALSE
,WA,,2018,,,,,,AB,,,No,,,Cashmere High School,329 Tigner Rd,Cashmere,WA,98815,Chelan County,null,null,,"DE, QB",,,,,,DE,,,,,,,,,,,,,,QB,,,,6,2,74,205,NF,4,,,,,,,,,null,null,null,recruit,FALSE
,WA,,2023,,,,,,AB,,,,,,Kelso High School,1904 Allen St,Kelso,WA,98626,Cowlitz County,null,null,,"LB, RB, WR",,,,,,,,,,,LB,,,,,,,,,,RB,,WR,5,6,66,145,NF,4,,,,,,,,,null,null,null,recruit,FALSE
,WA,,2021,,,,,,,,,,,,W F West High School,342 Sw 16th St,Chehalis,WA,98532,Lewis County,null,null,,LB,,,,,,,,,,,LB,,,,,,,,,,,,,6,1,73,210,NF,4,,,,,,,,,null,null,null,recruit,FALSE
Tacoma,WA,,2015,,,,,,,,,,,,Bellarmine Preparatory School,2300 South Washington St,Tacoma,WA,98405,Pierce County,null,null,,"DBS, WR",,,,,DBS,,,,,,,,,,,,,,,,,,WR,6,3,75,174,NF,4,,,,,,,,,null,null,null,recruit,FALSE
,WA,,2021,,,,,,AB,,,,,,Bonney Lake High School,10920 199th Avenue Ct E,Bonney Lake,WA,98391,Pierce County,null,null,,"LB, RB",,,,,,,,,,,LB,,,,,,,,,,RB,,,5,9,69,170,NF,4,,,,,,,,,null,null,null,recruit,FALSE
,WA,,2021,,,,,,AB,,,,,,Governor J R Rogers High School,12801 86th Ave E,Puyallup,WA,98373,Pierce County,null,null,,K,,,,,,,,,,K,,,,,,,,,,,,,,5,8,68,165,NF,4,,,,,,,,,null,null,null,recruit,FALSE
,HI,,2021,,,,,,PR,,,Yes,TRUE,,Saint Louis School,3142 Waialae Ave,Honolulu,HI,96816,Honolulu County,null,null,,DL,,,,,,,DL,,,,,,,,,,,,,,,,,5,7,67,220,NF,4,,,,,,,,,null,null,null,recruit,TRUE
,WA,,2022,,,,,,AB,,,,,,White River High School,Po Box 1683,Buckley,WA,98321,Pierce County,null,null,,"LB, QB",,,,,,,,,,,LB,,,,,,,,,QB,,,,5,10,70,160,NF,4,,,,,,,,,null,null,null,recruit,FALSE
,WA,,2021,,,,,,AB,,,,,,Marysville Getchell High School,8301 84th St Ne,Marysville,WA,98270,Snohomish County,null,null,,QB,,,,,,,,,,,,,,,,,,,,QB,,,,6,1,73,160,NF,4,,,,,,,,,null,null,null,recruit,FALSE
,WA,,2023,,,,,,AB,,,,,,Snohomish Senior High School,1316 5th St,Snohomish,WA,98290,Snohomish County,null,null,,RB,,,,,,,,,,,,,,,,,,,,,RB,,,5,9,69,155,NF,4,,,,,,,,,null,null,null,recruit,FALSE
,WA,,2021,,,,,,,,,,FALSE,,Gonzaga Preparatory School,1224 E Euclid Ave,Spokane,WA,99207,Spokane County,null,null,,"K, WR",,,,,,,,,,K,,,,,,,,,,,,,WR,6,0,72,145,NF,4,,,,,,,,,null,null,null,recruit,FALSE
,WA,,2018,,,,,,,,,,,,Mount Spokane High School,6015 E Mt Spokane Park Dr,Mead,WA,99021,Spokane County,null,null,,WR,,,,,,,,,,,,,,,,,,,,,,,WR,5,10,70,175,NF,4,,,,,,,,,null,null,null,recruit,FALSE
,WA,,2021,,5/31/03,,,,AB,,,,,,Blaine High School,1055 H St,Blaine,WA,98230,Whatcom County,null,null,,"LB, QB",,,,,,,,,,,LB,,,,,,,,,QB,,,,6,4,76,215,NF,4,,,,,,,,,null,null,null,recruit,FALSE
,WA,,2019,,,,,,AB,,,,TRUE,,Squalicum High School,3773 E Mcleod Rd,Bellingham,WA,98226,Whatcom County,null,null,,"LB, TE",,,,,,,,,,,LB,,,,,,,,,,,TE,,,,0,,NF,4,,,,,,,,,null,null,null,recruit,FALSE
Selah,WA,,2018,,,,,,AB,,,No,,,Selah High School,801 N 1st St,Selah,WA,98942,Yakima County,null,null,,"RB, WR",,,,,,,,,,,,,,,,,,,,,RB,,WR,5,8,68,170,NF,4,,,,,,,,,null,null,null,recruit,FALSE
,WA,,2018,,6/7/99,,,,AB,,,No,,,Cashmere High School,329 Tigner Rd,Cashmere,WA,98815,Chelan County,Pre-Engineering,Engineering,,"DB, WR",,DB,,,,,,,,,,,,,,,,,,,,,WR,6,2,74,184,NF,4,,,,,,,,Pre-Engineering,null,null,null,recruit,FALSE
Honolulu,HI,96816,2020,,7/3/02,,,,,,,,,,Kalani High School,4680 Kalanianaole Hwy,Honolulu,HI,96821,Honolulu County,Undecided,Undecided,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,NF,4,4,,,,,,,Undecided,null,null,null,recruit,FALSE
,WA,,2022,,11/24/03,,,,AB,,,,,,Arlington High School,18821 Crown Ridge Blvd,Arlington,WA,98223,Snohomish County,Computer Science,Computer Science/Math,,"LB, WR",,,,,,,,,,,LB,,,,,,,,,,,,WR,6,2,74,185,NF,3.99,,,,,,,,Computer Science,null,null,null,recruit,FALSE
,OR,,2021,,,,,,JS,,,,,,Marist High School,1900 Kingsley Rd,Eugene,OR,97401,Lane County,null,null,,QB,,,,,,,,,,,,,,,,,,,,QB,,,,6,2,74,185,NF,3.99,,,,,,,,,null,null,null,recruit,FALSE
Seattle,WA,,2015,,,,,,AB,,,,,,Bishop Blanchet High School,8200 Wallingford Avenue North,Seattle,WA,98103,King County,null,null,,WR,,,,,,,,,,,,,,,,,,,,,,,WR,5,9,69,165,NF,3.98,,,,,,,,,null,null,null,recruit,FALSE
,,,2023,,,,,,WH,,,,,,Monta Vista High School,21840 Mcclellan Rd,Cupertino,CA,95014,Santa Clara County,null,null,,"DL, LS, OL",,,,,,,DL,,,,,,,LS,,,OL,,,,,,,6,0,72,210,NF,3.97,,,,,,,,,null,null,null,recruit,FALSE
Salem,OR,97302,2020,,6/5/02,,,,,,,Yes,TRUE,,South Salem Senior High School,1910 Church St Se,Salem,OR,97302,Marion County,Pre-Engineering,Engineering,,LB,,,,,,,,,,,LB,,,,,,,,,,,,,6,3,75,210,NF,3.97,,,,,,,,Pre-Engineering,null,null,null,recruit,TRUE
Salem,OR,,2020,,,,,,,,,Yes,TRUE,,West Salem High School,1776 Titan Dr Nw,Salem,OR,97304,Polk County,null,null,,"DBC, WR",,,DBC,,,,,,,,,,,,,,,,,,,,WR,5,10,70,165,NF,3.97,,,,,,,,,null,null,null,recruit,TRUE
,OR,,2020,,9/30/01,,,,,,,,,,Roseburg High School,400 W Harvard Ave,Roseburg,OR,97470,Douglas County,Undecided,Undecided,,RB,,,,,,,,,,,,,,,,,,,,,RB,,,5,10,70,180,NF,3.97,,,,,,,,Undecided,null,null,null,recruit,FALSE
,,,2023,,,,,,WH,,,,,,Monta Vista High School,21840 Mcclellan Rd,Cupertino,CA,95014,Santa Clara County,null,null,,QB,,,,,,,,,,,,,,,,,,,,QB,,,,,,0,,NF,3.96,,,,,,,,,null,null,null,recruit,FALSE
Newport,WA,99156,2018,,5/6/00,,,,,,,,FALSE,,Newport High School,Po Box 70,Newport,WA,99156,Pend Oreille County,Pre-Medicine,Sciences,Pre-Medicine,LBW,,,,,,,,,,,,,LBW,,,,,,,,,,,5,9,69,180,NF,3.96,,,,,,,,Pre-Medicine,null,null,null,recruit,FALSE
,,,2023,,,,,,WH,,,,,,Castro Valley High School,19400 Santa Maria Ave,Castro Valley,CA,94546,Alameda County,null,null,,RB,,,,,,,,,,,,,,,,,,,,,RB,,,5,7,67,160,NF,3.95,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2021,,,,,,JS,,,,TRUE,,Mountain View High School,2755 Ne 27th St,Bend,OR,97701,Deschutes County,null,null,,"DB, WR",,DB,,,,,,,,,,,,,,,,,,,,,WR,5,11,71,165,NF,3.95,,,,,,,,,null,null,null,recruit,FALSE
,AZ,,2022,,,,,,BE,,,,,,Parker HS,,,,,#N/A,null,null,,"DB, WR",,DB,,,,,,,,,,,,,,,,,,,,,WR,6,0,72,150,NF,3.95,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2018,,10/25/99,,,,JS,,,,TRUE,,Nestucca High School,34660 Parkway Drive,Cloverdale,OR,97112,Tillamook County,Undecided,Undecided,,WR,,,,,,,,,,,,,,,,,,,,,,,WR,,,0,,NF,3.95,,,,,,,,Undecided,null,null,null,recruit,FALSE
,CA,,2021,,,,,,,,,,,,Laguna Hills High School,25401 Paseo De Valencia,Laguna Hills,CA,92653,Orange County,null,null,,DE,,,,,,DE,,,,,,,,,,,,,,,,,,6,2,74,210,NF,3.94,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2017,,,,,,AB,,,,,,Vista Del Lago High School,15150 Lasselle St,Moreno Valley,CA,92551,Riverside County,null,null,,LB,,,,,,,,,,,LB,,,,,,,,,,,,,6,0,72,187,NF,3.94,,,,,,,,,null,null,null,recruit,FALSE
,ID,,2021,,,,,,AB,,,,,,Eagle High School,574 Park Ln,Eagle,ID,83616,Ada County,null,null,,"DL, OL",,,,,,,DL,,,,,,,,,,OL,,,,,,,,,0,,NF,3.93,,,,,,,,,null,null,null,recruit,FALSE
,AZ,,2022,,,,,,AB,,,,,,Arizona College Prep Acad,3434 E Broadway Blvd,Tucson,AZ,85716,Pima County,null,null,,LB,,,,,,,,,,,LB,,,,,,,,,,,,,6,2,74,185,NF,3.92,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2020,,10/24/01,,,,,,,Yes,TRUE,,Mckay High School,2440 Lancaster Dr Ne,Salem,OR,97305,Marion County,null,null,,OC,,,,,,,,,,,,,,,OC,,,,,,,,,5,7,67,190,NF,3.92,,,,,,,,,null,null,null,recruit,TRUE
,WA,,2021,,11/13/02,,,,BE,,,,,,Newport High School,4333 Factoria Blvd Se,Bellevue,WA,98006,King County,null,null,,"K, LB, P, TE",,,,,,,,,,K,LB,,,,,,,,P,,,TE,,6,1,73,180,NF,3.91,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2019,,,,,,,,,,TRUE,,Dallas High School,1250 Se Holman Ave,Dallas,OR,97338,Polk County,Engineering,Engineering,Engineering,LB,,,,,,,,,,,LB,,,,,,,,,,,,,6,0,72,170,NF,3.9,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2019,,,,,,,,,,TRUE,,Mcnary Senior High School,595 Chemawa Rd N,Keizer,OR,97303,Marion County,Engineering,Engineering,Engineering,OL,,,,,,,,,,,,,,,,,OL,,,,,,,6,1,73,300,NF,3.9,,,,,,,,,null,null,null,recruit,FALSE
Kaaawa,HI,96730,2021,,4/12/03,,,,,,,,,,Kahuku High School,56-490 Kamehameha Hwy,Kahuku,HI,96731,Honolulu County,Management,Business,Business,"DB, TE, WR",,DB,,,,,,,,,,,,,,,,,,,,TE,WR,5,11,71,260,NF,3.9,,Awaiting Submission,,,,,,Management,null,null,null,recruit,FALSE
,OR,,2019,,7/20/00,,,,JS,,,,,,Forest Grove High School,1401 Nichols Ln,Forest Grove,OR,97116,Washington County,Management,Business,,WR,,,,,,,,,,,,,,,,,,,,,,,WR,6,2,74,165,NF,3.9,,,,,,,,Management,null,null,null,recruit,FALSE
,AZ,,2022,,,,,,,,,,,,Buckeye Union High School,1000 Narramore,Buckeye,AZ,85326,Maricopa County,null,null,,WR,,,,,,,,,,,,,,,,,,,,,,,WR,6,1,73,180,NF,3.9,,,,,,,,,null,null,null,recruit,FALSE
,WA,,2023,,,,,,WH,,,,,,Amador Valley High School,1155 Santa Rita Rd,Pleasanton,CA,94566,Alameda County,null,null,,QB,,,,,,,,,,,,,,,,,,,,QB,,,,5,11,71,145,NF,3.9,,,,,,,,,null,null,null,recruit,FALSE
,CA,,,,,,,,,,,No,,,Corona Del Mar High School,2101 Eastbluff Dr,Newport Beach,CA,92660,Orange County,null,null,,OL,,,,,,,,,,,,,,,,,OL,,,,,,,6,4,76,280,NF,3.9,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2018,,,,,,AB,,,No,TRUE,,Del Oro High School,3301 Taylor Rd,Loomis,CA,95650,Placer County,null,null,,RB,,,,,,,,,,,,,,,,,,,,,RB,,,6,0,72,185,NF,3.9,,,,,,,,,null,null,null,recruit,FALSE
Manhattan Beach,CA,90266,2021,,,,,,,,,,,,Loyola High School,1901 Venice Blvd,Los Angeles,CA,90006,Los Angeles County,null,null,,DB,,DB,,,,,,,,,,,,,,,,,,,,,,6,3,75,190,NF,3.9,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2017,,,,,,AB,,,,,,Roseville High School,1 Tiger Way,Roseville,CA,95678,Placer County,null,null,,"DL, OL",,,,,,,DL,,,,,,,,,,OL,,,,,,,6,0,72,215,NF,3.9,,,,,,,,,null,null,null,recruit,FALSE
Aiea,HI,96701,2017,,3/19/99,,,,,,,,,,Aiea High School,98-1276 Ulune St,Aiea,HI,96701,Honolulu County,null,null,,QB,,,,,,,,,,,,,,,,,,,,QB,,,,6,0,72,160,NF,3.9,,,,,,,,,null,null,null,recruit,FALSE
,ID,,2022,,,,,,AB,,,,,,Borah High School,6001 Cassia Street,Boise,ID,83709,Ada County,null,null,,WR,,,,,,,,,,,,,,,,,,,,,,,WR,,,0,,NF,3.9,,,,,,,,,null,null,null,recruit,FALSE
,ID,,2021,,,,,,AB,,,,,,Eagle High School,574 Park Ln,Eagle,ID,83616,Ada County,null,null,,"LB, RB",,,,,,,,,,,LB,,,,,,,,,,RB,,,,,0,,NF,3.9,,,,,,,,,null,null,null,recruit,FALSE
,ID,,2022,,,,,,AB,,,,,,Skyview High School,1303 E Greenhurst Rd,Nampa,ID,83686,Canyon County,null,null,,"DB, WR",,DB,,,,,,,,,,,,,,,,,,,,,WR,6,0,72,175,NF,3.9,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2019,,,,,,,,,,,,Ontario High School,1115 W Idaho Ave,Ontario,OR,97914,Malheur County,null,null,,"LS, WR",,,,,,,,,,,,,,LS,,,,,,,,,WR,,,0,,NF,3.9,,,,,,,,,null,null,null,recruit,FALSE
,WA,,2020,,,,,,,,,,,,Othello High School,340 S 7th Ave,Othello,WA,99344,Adams County,null,null,,DB,,DB,,,,,,,,,,,,,,,,,,,,,,5,9,69,164,NF,3.9,,,,,,,,,null,null,null,recruit,FALSE
,WA,,2023,,,,,,AB,,,,,,Shorecrest High School,15343 25th Ave Ne,Shoreline,WA,98155,King County,null,null,,LB,,,,,,,,,,,LB,,,,,,,,,,,,,5,11,71,190,NF,3.9,,,,,,,,,null,null,null,recruit,FALSE
,WA,,2023,,,,,,AB,,,,,,Bonney Lake High School,10920 199th Avenue Ct E,Bonney Lake,WA,98391,Pierce County,null,null,,"DL, OL",,,,,,,DL,,,,,,,,,,OL,,,,,,,6,1,73,270,NF,3.9,,,,,,,,,null,null,null,recruit,FALSE
,WA,,2018,,,,,,AB,,,No,TRUE,,Puyallup Senior High School,105 7th St Sw,Puyallup,WA,98371,Pierce County,null,null,,"LB, RB",,,,,,,,,,,LB,,,,,,,,,,RB,,,,,0,,NF,3.9,,,,,,,,,null,null,null,recruit,FALSE
,WA,,2019,,,,,,AB,,,,TRUE,,Marysville Getchell High School,8301 84th St Ne,Marysville,WA,98270,Snohomish County,null,null,,"DB, RB",,DB,,,,,,,,,,,,,,,,,,,RB,,,5,10,70,175,NF,3.9,,,,,,,,,null,null,null,recruit,FALSE
,,,2023,,,,,,WH,,,,,,Olympia High School,1302 North St Se,Olympia,WA,98501,Thurston County,null,null,,OL,,,,,,,,,,,,,,,,,OL,,,,,,,6,0,72,295,NF,3.9,,,,,,,,,null,null,null,recruit,FALSE
,WA,,2021,,,,,,AB,,,,,,Sehome High School,2700 Bill Mcdonald Pkwy,Bellingham,WA,98225,Whatcom County,null,null,,"DBS, RB",,,,,DBS,,,,,,,,,,,,,,,,RB,,,5,8,68,175,NF,3.9,,,,,,,,,null,null,null,recruit,FALSE
,AZ,,2022,,,,,,BE,,,,,,Parker HS,,,,,#N/A,null,null,,"DB, WR",,DB,,,,,,,,,,,,,,,,,,,,,WR,6,0,72,170,NF,3.9,,,,,,,,,null,null,null,recruit,FALSE
,HI,,2020,,3/24/02,,,,,,,,TRUE,,Roosevelt High School,1120 Nehoa St,Honolulu,HI,96822,Honolulu County,Physics,Engineering,physics,WR,,,,,,,,,,,,,,,,,,,,,,,WR,5,11,71,140,NF,3.9,,,,,,,,,null,null,null,recruit,FALSE
,WA,,2019,,7/19/00,,,,AB,,,,,,Issaquah High School,700 2nd Ave Se,Issaquah,WA,98027,King County,Pre-Medicine,Sciences,,"DB, WR",,DB,,,,,,,,,,,,,,,,,,,,,WR,5,10,70,175,NF,3.9,,,,,,,,Pre-Medicine,null,null,null,recruit,FALSE
,OR,,2019,,3/30/01,,,,JS,,,,TRUE,,Clackamas High School,14486 Se 122nd Ave,Clackamas,OR,97015,Clackamas County,Sports Management,Business,,DBC,,,DBC,,,,,,,,,,,,,,,,,,,,,,,0,,NF,3.9,,,,,,,,Sport Management,null,null,null,recruit,FALSE
,,,2023,,,,,,WH,,,,,,Central High School,551 Avenue H,Barstow,CA,92311,San Bernardino County,null,null,,"DBS, WR",,,,,DBS,,,,,,,,,,,,,,,,,,WR,6,2,74,175,NF,3.89,,,,,,,,,null,null,null,recruit,FALSE
,CA,,2021,,,,,,,,,,,,Notre Dame High School,13645 Riverside Dr,Sherman Oaks,CA,91423,Los Angeles County,null,null,,"DL, OL",,,,,,,DL,,,,,,,,,,OL,,,,,,,6,4,76,275,NF,3.89,,,,,,,,,null,null,null,recruit,FALSE
,,,2019,,,,,,,,,,,,Kauai High School,3577 Lala Rd,Lihue,HI,96766,Kauai County,null,null,,"K, WR",,,,,,,,,,K,,,,,,,,,,,,,WR,6,3,75,175,NF,3.89,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2019,,,,,,JS,,,,TRUE,,Summit High School,2855 Nw Clearwater Dr,Bend,OR,97701,Deschutes County,null,null,,RB,,,,,,,,,,,,,,,,,,,,,RB,,,6,0,72,175,NF,3.89,,,,,,,,,null,null,null,recruit,FALSE
Liberty Lake,WA,,2015,,,,,,,,,,,,Central Valley High School,821 S Sullivan Rd,Spokane Valley,WA,99037,Spokane County,null,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,NF,3.89,,,,,,,,,null,null,null,recruit,FALSE
,OR,,2023,,,,,,JS,,,,,,Liberty High School,21945 Nw Wagon Way,Hillsboro,OR,97124,Washington County,null,null,,OG,,,,,,,,,,,,,,,,OG,,,,,,,,6,5,77,350,NF,3.88,,,,,,,,,null,null,null,recruit,FALSE
Atherton,CA,94027,2018,,,,,,,,,,FALSE,,Menlo College,1000 El Camino Real,Atherton,CA,94027,San Mateo County,Undecided,Undecided,,LBS,,,,,,,,,,,,LBS,,,,,,,,,,,,5,11,71,205,NF,3.88,,,,,,,,Undecided,null,null,null,recruit,FALSE
,HI,,2022,,,,,,,,,Yes,TRUE,,Waiakea High School,155 W Kawili St,Hilo,HI,96720,Hawaii County,null,null,,DE,,,,,,DE,,,,,,,,,,,,,,,,,,5,11,71,198,NF,3.875,,,,,,,,,null,null,null,recruit,TRUE
,WA,,2020,,2/18/02,,,,JS,,,,,,Union High School,6201 Nw Friberg Strunk St,Camas,WA,98607,Clark County,Marketing,Business,,LB,,,,,,,,,,,LB,,,,,,,,,,,,,6,0,72,190,NF,3.87,,,,,,,,Marketing,null,null,null,recruit,FALSE
,OR,,2021,,,,,,JS,,,,,,Central Catholic High School,2401 Se Stark St,Portland,OR,97214,Multnomah County,null,null,,DBS,,,,,DBS,,,,,,,,,,,,,,,,,,,5,10,70,170,NF,3.87,,,,,,,,,null,null,null,recruit,FALSE
,WA,,2022,,,,,,AB,,,,,,Kentlake High School,21401 Se Falcon Way,Kent,WA,98042,King County,null,null,,"DE, LB",,,,,,DE,,,,,LB,,,,,,,,,,,,,6,0,72,205,NF,3.87,,,,,,,,,null,null,null,recruit,FALSE
